"ID","y"
1,79.3268107547004
2,95.0531498079858
3,78.8651317561277
4,78.5103690018764
5,111.954756039274
8,93.4733913422838
10,111.642148418689
11,93.9648324547715
12,115.368601021723
14,94.2540508204305
15,115.323280008386
16,107.790148952295
17,95.8910254098738
19,94.0306305772877
20,103.85026042095
21,96.6546294863571
22,115.430506164831
23,96.5270485646108
26,94.3664774029375
28,94.8822928000857
29,96.5270485646108
33,96.5270485646108
35,94.2918112026016
41,95.5057958739585
42,93.8905288210568
43,115.372121845741
45,102.795339948361
46,103.271804124989
51,93.932712098657
53,77.8697601311858
55,112.322321014863
56,93.9486589084061
57,104.541717337568
58,94.3057504030008
59,103.246397432611
63,111.716542663814
64,94.087142548525
65,105.300874900558
69,94.2612870554252
71,94.5617430642013
72,103.407806580512
73,94.0426028981472
76,103.230841381514
77,103.623559605091
78,114.711709144548
82,94.1733213437256
83,105.300874900558
84,93.8976028254175
85,103.558060580887
87,111.679685490733
88,95.5057958739585
89,111.668289925057
91,93.8682805224578
93,94.3120012297095
94,104.464329914876
95,93.845813749693
96,111.216442304606
97,93.5439301941745
98,111.768973232415
99,93.8976475992943
101,103.443709534189
103,111.668289925057
104,93.6300132514469
105,111.539185960225
110,94.3790325246435
111,111.784270116175
113,111.603932141501
114,93.8912003808527
115,114.23272990947
117,111.668289925057
120,93.6828000164075
121,112.005162056366
122,93.5940352724418
123,112.252072984364
126,111.947389263751
132,111.456778073596
135,103.944588673146
137,103.635962649797
138,94.0099628542941
140,93.9486589084061
142,111.79967571392
144,111.944560123728
148,93.5132914254769
149,112.126945556794
155,93.8450082680693
156,111.70748702907
157,93.5439301941745
162,112.191711936789
163,94.2793575955953
167,93.995439884484
172,115.372121845741
179,111.745312490969
180,93.8391463600511
181,111.439772416396
182,94.084989089377
183,111.668289925057
185,111.668289925057
187,111.582008931493
188,94.1417581810016
189,93.8994833466241
191,93.6526516464323
192,112.356925753162
193,93.9988463056087
194,111.542909044353
195,93.6495703596879
196,111.666905496298
198,94.2605229546899
199,111.92027516497
201,103.749239954426
204,94.0047630146556
205,107.820324005606
206,93.9483005233974
210,93.9027967375287
211,103.443709534189
216,111.695129935478
219,115.368601021723
220,93.754525120778
221,111.476656724355
226,111.439772416396
227,93.6779309559695
228,111.701468101514
230,111.741795781368
231,93.5439301941745
235,115.430506164831
236,93.899259473077
238,111.684425110427
242,103.49156663141
243,93.863088519493
244,78.7038550760746
245,110.579342973807
247,111.846225241258
248,93.4792749768381
249,93.8555248222413
250,111.611169874832
251,93.899259473077
253,115.430506164831
254,93.6796730677851
256,93.9885377780685
257,93.4741044903849
258,112.573688596712
259,93.9028415138822
262,79.2253507881615
266,93.7437963807746
267,111.611329536006
272,102.591143649187
273,111.668289925057
275,93.8442922902076
276,112.350764687013
279,94.6966148178815
280,105.300874900558
283,93.6348351727061
285,111.684691387164
288,111.668289925057
289,94.7146333229255
290,103.769822136726
291,94.0106352683518
292,111.554504588245
293,111.450772654527
296,93.5983197654306
297,111.765509072128
298,114.671020451256
299,94.1602098975754
304,93.6352816594578
305,95.9659512406617
306,93.8917824032278
307,111.438975339881
311,106.659039855705
313,111.445830384229
314,93.6591271446112
316,94.0084835602964
324,94.0002806251196
327,94.7791035072572
329,93.6155936168904
330,111.547642859335
337,103.750872526532
338,94.0160595842981
339,104.034835476476
340,94.0740431007689
343,93.8799635792051
345,115.276107873977
346,93.8793816300932
347,111.606593018313
349,110.823744877048
350,93.8860071101543
352,112.178605893973
353,93.5690463052471
354,78.4821842562468
357,93.9120658979268
358,112.105561078611
362,111.616864597886
364,113.712256110409
365,103.321256770571
366,93.9536316414856
367,111.640657845146
368,93.9968741520166
370,77.842881785785
373,94.2852020438626
377,93.6116654326686
378,111.376342957165
382,103.008292430048
384,111.701468101514
390,93.8638941563014
392,111.793172053856
393,111.692040875671
395,94.0503162117431
396,103.919710200452
399,78.0126233366864
406,111.445830384229
408,111.445830384229
409,93.6363532363481
410,78.1341364461435
412,112.28124842312
413,93.4610458282197
419,93.791280360773
420,112.106469835946
421,93.4552079039226
430,103.032314021258
434,93.9077670431086
436,93.9845043141647
437,93.9538556446662
438,93.7415613811447
439,111.892420668343
440,93.9256802364976
443,111.691455029138
446,94.0114421715696
448,93.8089924073475
452,94.0217532112307
453,103.314507355251
457,103.385324264664
458,93.9275165318799
459,113.220334713188
460,103.319680225337
462,103.409236542253
464,103.315246320835
465,115.321410349088
467,115.062864872122
471,111.850065242582
472,78.273080389317
473,93.6076481420242
